container_id,local_id,attribute_name,value_text
2013286676,1839,NAME,/20-B-34/B1
2013286676,1843,NAME,/V155
2013286676,1844,NAME,/50-A-35
2013286676,1845,NAME,/50-A-35/B1
2013286676,1850,NAME,/50-A-35/B2
2013286676,1855,NAME,/20-A-36
2013286676,2167,NAME,/20-A-36/B1
2013286676,1859,NAME,/20-A-37
2013286676,2170,NAME,/20-A-37/B1
2013286676,1863,NAME,/20-A-38
2013286676,1864,NAME,/20-A-38/B1
2013286676,1870,NAME,/150-B-39
2013286676,1871,NAME,/150-B-39/B1
2013286676,1874,NAME,/V156
2013286676,1880,NAME,/PSV-155A
2013286676,1881,NAME,/150-B-39/B2
2013286676,1888,NAME,/V157
2013286676,1894,NAME,/PSV-155B
2013286676,1895,NAME,/150-B-39/B3
2013286676,1896,NAME,/V158
2013286676,1898,NAME,/150-B-39/B4
2013286676,1899,NAME,/V159
2013286676,1901,NAME,/200-A-40
2013286676,1901,FUNC,Critical line
2013286676,1902,NAME,/200-A-40/B1
2013286676,1909,NAME,/V160
2013286676,1921,NAME,/200-A-40/B2
2013286676,1924,NAME,/V161
2013286676,1925,NAME,/200-A-41
2013286676,1925,FUNC,Critical line
2013286676,1926,NAME,/200-A-41/B1
2013286676,1933,NAME,/V162
2013286676,1936,NAME,/200-A-41/B2
2013286676,1939,NAME,/V163
2013286676,1940,NAME,/300-A-42
2013286676,1940,FUNC,Critical line
2013286676,1941,NAME,/300-A-42/B1
2013286676,1943,NAME,/150-A-57
2013286676,1944,NAME,/150-A-57/B1
2013286676,1951,NAME,/150-A-57/B2
2013286676,1956,NAME,/150-B-58
2013286676,1957,NAME,/150-B-58/B1
2013286676,1958,NAME,/V129
2013286676,1969,NAME,/150-B-58/B2
2013286676,1970,NAME,/V165
2013286676,1971,NAME,/150-B-59
2013286676,1972,NAME,/150-B-59/B1
2013286676,1973,NAME,/V130
2013286676,1984,NAME,/150-B-59/B2
2013286676,1985,NAME,/V164
2013286672,13,NAME,/SITE-PIPING-AREA02
2013286672,13,:SDNFTRRVNO,_.0
2013286672,13,:SDNFEFID,Engineering Firm Id
2013286672,13,:SDNFCLID,Client Id
2013286672,13,:SDNFSTID,Structure Id
2013286672,13,:SDNFPRID,Project Id
2013286672,13,:SDNFDECODE,Design Code
2013286672,13,:SDNFTARGET,Target Contractor
2013286672,14,NAME,/ZONE-PIPING-AREA02-WORKSHOP
2013286672,14,DESC,AREA02PIPE
2013286672,14,FUNC,Piping
2013286672,14,:SDNFEFID,Engineering Firm Id
2013286672,14,:SDNFCLID,Client Id
2013286672,14,:SDNFSTID,Structure Id
2013286672,14,:SDNFPRID,Project Id
2013286672,14,:SDNFDECODE,Design Code
2013286672,14,:SDNFTARGET,Target Contractor
2013286672,14,:MDSHangRot,"1:false,1,2"
2013286672,14,:MDSHv,BOTH
2013286672,877,NAME,/Copy-of-200-FW-203
2013286672,878,NAME,/Copy-of-200-FW-203/B1
2013286672,884,DPFN,/C:\Users\munoz.j\Downloads\TestDetail_3.plt
2013286672,888,DPFN,/C:\Users\munoz.j\Downloads\TestDetail_1.plt
2013286672,889,NAME,/Copy-of-200-FW-203/B2
2013286672,901,FUNC,Insert Connection
2013286672,899,FUNC,Insert Connection
2013286672,898,NAME,/Copy-of-200-FW-203/B3
2013286672,900,NAME,/Copy-of-200-FW-203/B4
2013286672,15,NAME,/100-FW-201
2013286672,16,NAME,/100-FW-201/B1
2013286672,25,NAME,/100-FW-202
2013286672,26,NAME,/100-FW-202/B1
2013286672,34,NAME,/200-FW-203
2013286672,35,NAME,/200-FW-203/B1
2013286672,46,NAME,/200-FW-203/B2
2013286672,53,NAME,/100-FW-204
2013286672,54,NAME,/100-FW-204/B1
2013286672,62,NAME,/100-FW-204/B2
2013286672,66,NAME,/100-FW-205
2013286672,67,NAME,/100-FW-205/B1
2013286672,74,NAME,/50-FW-206
2013286672,75,NAME,/50-FW-206/B1
2013286672,83,NAME,/50-FW-207
2013286672,84,NAME,/50-FW-207/B1
2013286672,125,NAME,/50-FW-207/B2
2013286672,130,NAME,/50-FW-207/B3
2013286672,135,NAME,/50-FW-207/B4
2013286672,140,NAME,/50-FW-207/B5
2013286672,145,NAME,/50-FW-207/B6
2013286672,150,NAME,/50-FW-207/B7
2013286672,155,NAME,/50-FW-207/B8
2013286672,160,NAME,/50-FW-207/B9
2013286672,165,NAME,/50-FW-207/B10
2013286672,170,NAME,/50-FW-207/B11
2013286672,175,NAME,/50-FW-207/B12
2013286672,180,NAME,/50-FW-207/B13
2013286672,185,NAME,/50-FW-207/B14
2013286672,190,NAME,/50-FW-207/B15
2013286672,195,NAME,/50-FW-207/B16
2013286672,200,NAME,/50-FW-207/B17
2013286672,458,NAME,/50-FW-208
2013286672,459,NAME,/50-FW-208/B1
2013286672,500,NAME,/50-FW-208/B17
2013286672,505,NAME,/50-FW-208/B16
2013286672,510,NAME,/50-FW-208/B15
2013286672,515,NAME,/50-FW-208/B14
2013286672,520,NAME,/50-FW-208/B13
2013286672,525,NAME,/50-FW-208/B12
2013286672,530,NAME,/50-FW-208/B11
2013286672,535,NAME,/50-FW-208/B10
2013286672,540,NAME,/50-FW-208/B9
2013286672,545,NAME,/50-FW-208/B8
2013286672,550,NAME,/50-FW-208/B7
2013286672,554,NAME,/50-FW-208/B6
2013286672,558,NAME,/50-FW-208/B5
2013286672,563,NAME,/50-FW-208/B4
2013286672,568,NAME,/50-FW-208/B3
2013286672,573,NAME,/50-FW-208/B2
2013286668,53,NAME,/SITE-PIPING-AREA03
2013286668,53,FUNC,Piping
2013286668,53,:SDNFTRRVNO,_.0
2013286668,53,:SDNFEFID,Engineering Firm Id
2013286668,53,:SDNFCLID,Client Id
2013286668,53,:SDNFSTID,Structure Id
2013286668,53,:SDNFPRID,Project Id
2013286668,53,:SDNFDECODE,Design Code
2013286668,53,:SDNFTARGET,Target Contractor
2013286668,54,NAME,/ZONE-PIPING-AREA03
2013286668,54,DESC,AREA03PIPE
2013286668,54,FUNC,Piping
2013286668,54,:SDNFEFID,Engineering Firm Id
2013286668,54,:SDNFCLID,Client Id
2013286668,54,:SDNFSTID,Structure Id
2013286668,54,:SDNFPRID,Project Id
2013286668,54,:SDNFDECODE,Design Code
2013286668,54,:SDNFTARGET,Target Contractor
2013286668,54,:MDSHangRot,"1:false,1,2"
2013286668,54,:MDSHv,BOTH
2013286668,55,NAME,/100-LAYOUT300-301
2013286668,56,NAME,/100-LAYOUT300-301/B1
2013286668,66,NAME,/100-LAYOUT300-302
2013286668,67,NAME,/100-LAYOUT300-302/B1
2013286668,77,NAME,/100-LAYOUT300-303
2013286668,78,NAME,/100-LAYOUT300-303/B1
2013286668,91,NAME,/100-LAYOUT300-304
